parent_data,parent_func_code,target_code,target_payload
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
16:12,90,12,
16:fe,90,fe,
16:12,90,12,
16:fe,90,fe,
00:04,90,04,
00:fe:00:0a:80:03:c1:9b:e4:fe:f9:dd:9e:c7:29:5d:ff:ff:00:04:00:14:00:00,90,fe,00:0a:80:03:c1:9b:e4:fe:f9:dd:9e:c7:29:5d:ff:ff:00:04:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:24:01:02:01:60:00:01:00,90,24,01:02:01:60:00:01:00
00:fe:01:00:00:42:00,90,fe,01:00:00:42:00
16:11,90,11,
16:fe,90,fe,
00:42:00:00,90,42,00:00
00:fe,90,fe,
00:10:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,90,10,00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00
00:fe:14,90,fe,14
00:24:0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00,90,24,0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00
00:fe:0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00,90,fe,0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00
00:24:0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00,90,24,0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00
00:fe:0a:00:00:00:00:00:03:00:00:00:22:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20,90,fe,0a:00:00:00:00:00:03:00:00:00:22:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20
00:24:0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00,90,24,0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00
00:fe:0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00,90,fe,0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00
00:24:07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00,90,24,07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00
00:fe:07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00,90,fe,07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:02,90,02,
00:fe:14:30:87:07:00:00:00:00:01:00:06:01:01:00:07:00:00:00:ff:ff:00:00:11:54:4d:32:32:31:43:45:31:36:52:20:20:00:00:00:01:64:ff:01:c3:00,90,fe,14:30:87:07:00:00:00:00:01:00:06:01:01:00:07:00:00:00:ff:ff:00:00:11:54:4d:32:32:31:43:45:31:36:52:20:20:00:00:00:01:64:ff:01:c3:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:72:01:00,90,72,01:00
00:fe:00:01:c3:00:14:00,90,fe,00:01:c3:00:14:00
00:02,90,02,
00:fe:14:30:87:07:00:00:00:00:01:00:06:01:01:00:07:00:00:00:ff:ff:00:00:11:54:4d:32:32:31:43:45:31:36:52:20:20:00:00:00:01:64:ff:01:c3:00,90,fe,14:30:87:07:00:00:00:00:01:00:06:01:01:00:07:00:00:00:ff:ff:00:00:11:54:4d:32:32:31:43:45:31:36:52:20:20:00:00:00:01:64:ff:01:c3:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:72:01:00,90,72,01:00
00:fe:00:01:c3:00:14:00,90,fe,00:01:c3:00:14:00
00:28:48:ff:01:00:07:00,90,28,48:ff:01:00:07:00
00:fe:07:00:1f:03:00:00:29:5d:01,90,fe,07:00:1f:03:00:00:29:5d:01
14:6d:04:00:d0:00:07:1f:03:00:00,90,6d,04:00:d0:00:07:1f:03:00:00
14:fe,90,fe,
14:29:00:d0:00:07:ec:00:37:7a:00:00:00:00:00:0c:08:00:00:50:4b:03:04:2d:00:00:00:08:00:20:08:21:44:21:3e:a9:db:ff:ff:ff:ff:ff:ff:ff:ff:05:00:14:00:65:6e:74:72:79:01:00:10:00:0c:08:00:00:00:00:00:00:80:02:00:00:00:00:00:00:ad:55:4d:73:da:30:10:bd:77:a6:ff:c1:c3:3d:71:68:a7:97:8c:e2:0c:90:26:c3:14:28:03:49:d3:ab:b0:17:50:ab:0f:8f:24:c7:e1:df:67:6d:fc:2d:9b:5e:7a:c2:7a:4f:ef:69:57:ab:5d:c8:fd:bb:e0:de:1b:68:c3:94:bc:1b:8d:af:6f:46:f7:c1:e7:4f:64:09:96:3e:50:4b:bf:4b:cb:ec:c9:c3:4d:d2:dc:be:1b:76:37:3a:5a:1b:df:fa:7e:9a:a6:d7:e9:d7:6b:a5:0f:fe:97:9b:9b:b1:ff:7b:b9:d8:86:47:10:f4:8a:49:63:a9:0c:61:54:a9:a2:7f:ab:46:78:a8:e7:91:07:78:63:21:98:7c:51:2d:b3:58:22:8c:a5:40:11:5f:51:01:c1:f2:34:53:d2:6a:c5:39:68:e2:e7:50:21:f3:7b:74,90,29,00:d0:00:07:ec:00:37:7a:00:00:00:00:00:0c:08:00:00:50:4b:03:04:2d:00:00:00:08:00:20:08:21:44:21:3e:a9:db:ff:ff:ff:ff:ff:ff:ff:ff:05:00:14:00:65:6e:74:72:79:01:00:10:00:0c:08:00:00:00:00:00:00:80:02:00:00:00:00:00:00:ad:55:4d:73:da:30:10:bd:77:a6:ff:c1:c3:3d:71:68:a7:97:8c:e2:0c:90:26:c3:14:28:03:49:d3:ab:b0:17:50:ab:0f:8f:24:c7:e1:df:67:6d:fc:2d:9b:5e:7a:c2:7a:4f:ef:69:57:ab:5d:c8:fd:bb:e0:de:1b:68:c3:94:bc:1b:8d:af:6f:46:f7:c1:e7:4f:64:09:96:3e:50:4b:bf:4b:cb:ec:c9:c3:4d:d2:dc:be:1b:76:37:3a:5a:1b:df:fa:7e:9a:a6:d7:e9:d7:6b:a5:0f:fe:97:9b:9b:b1:ff:7b:b9:d8:86:47:10:f4:8a:49:63:a9:0c:61:54:a9:a2:7f:ab:46:78:a8:e7:91:07:78:63:21:98:7c:51:2d:b3:58:22:8c:a5:40:11:5f:51:01:c1:f2:34:53:d2:6a:c5:39:68:e2:e7:50:21:f3:7b:74
14:fe,90,fe,
14:29:ec:d0:00:07:ec:00:25:78:f6:26:4b:15:81:d8:c0:1e:34:60:a8:c1:4a:79:39:42:fc:0e:91:6f:5e:b3:c8:78:7e:f1:ad:92:2a:3c:fc:1e:88:6d:05:a9:b7:fe:f9:d2:0a:0b:b9:4d:22:0f:a5:53:0e:6c:f5:2a:11:3b:d0:c1:d5:98:f8:d5:a2:a6:21:b4:58:97:02:ce:b6:b4:80:32:dd:6e:1c:39:52:24:fa:a4:e9:3e:04:bb:b5:10:57:39:6c:4f:c6:82:98:32:db:41:5e:95:ae:13:7d:e2:6a:47:f9:5a:ab:18:b4:65:75:4d:5e:0c:e8:b9:dc:2b:2d:68:16:4a:9d:0e:99:29:11:53:79:ea:27:d1:e8:0f:06:df:24:7b:ee:2c:3e:ef:ea:94:73:58:5b:da:e2:8f:3d:5f:4d:6d:3a:c1:f5:1b:04:7b:ca:0d:10:bf:58:55:ec:9a:1a:93:62:be:cd:6a:cc:a8:fc:c5:20:0d:ac:4e:50:51:ae:3a:51:38:47:91:49:1c:73:16:e6:71:fd:87:38:70:cb:05:3f:b2:01:81:d0:3c:9e:44:91:06:63:a0:71:8b:0d:b0:e1:36:24:38:b7:00:b6:d0:9e:1d:12:dd:ad:88:4b:e6,90,29,ec:d0:00:07:ec:00:25:78:f6:26:4b:15:81:d8:c0:1e:34:60:a8:c1:4a:79:39:42:fc:0e:91:6f:5e:b3:c8:78:7e:f1:ad:92:2a:3c:fc:1e:88:6d:05:a9:b7:fe:f9:d2:0a:0b:b9:4d:22:0f:a5:53:0e:6c:f5:2a:11:3b:d0:c1:d5:98:f8:d5:a2:a6:21:b4:58:97:02:ce:b6:b4:80:32:dd:6e:1c:39:52:24:fa:a4:e9:3e:04:bb:b5:10:57:39:6c:4f:c6:82:98:32:db:41:5e:95:ae:13:7d:e2:6a:47:f9:5a:ab:18:b4:65:75:4d:5e:0c:e8:b9:dc:2b:2d:68:16:4a:9d:0e:99:29:11:53:79:ea:27:d1:e8:0f:06:df:24:7b:ee:2c:3e:ef:ea:94:73:58:5b:da:e2:8f:3d:5f:4d:6d:3a:c1:f5:1b:04:7b:ca:0d:10:bf:58:55:ec:9a:1a:93:62:be:cd:6a:cc:a8:fc:c5:20:0d:ac:4e:50:51:ae:3a:51:38:47:91:49:1c:73:16:e6:71:fd:87:38:70:cb:05:3f:b2:01:81:d0:3c:9e:44:91:06:63:a0:71:8b:0d:b0:e1:36:24:38:b7:00:b6:d0:9e:1d:12:dd:ad:88:4b:e6
14:fe,90,fe,
14:29:d8:d1:00:07:ec:00:93:80:b5:ac:87:1d:c8:0f:80:18:e9:5d:62:d6:54:63:2d:2d:4e:98:f2:0a:7a:b9:b2:e3:55:2a:b9:a2:d1:16:ac:65:d8:2c:8d:de:01:03:76:89:c9:e8:ec:31:9e:4b:d4:c6:aa:ad:95:c9:49:ec:14:37:f8:2e:05:48:5b:8a:86:58:47:fe:4a:6d:78:5c:30:e3:28:1b:84:23:c2:ce:cb:de:ee:d0:a1:0e:ed:18:64:33:e2:92:83:cb:3b:16:73:3e:a0:6d:10:8e:e8:51:e3:34:5d:d3:03:34:5a:be:ad:ee:db:e1:d8:14:43:60:d0:c4:e5:dd:2b:ac:db:bd:7b:7b:0d:a6:9a:f5:7d:2f:86:f8:bd:e3:0b:ff:d6:8c:c1:04:a6:5c:85:7f:eb:49:07:12:34:0b:1f:13:99:77:5a:9b:9c:25:c6:2a:51:bc:95:12:7c:d6:34:84:67:26:60:4a:0d:04:d9:c7:37:9c:cc:c4:6f:e3:cd:f9:9b:0d:e4:52:9d:4d:d0:f2:b0:21:3c:0f:e2:22:59:31:0b:a5:62:6c:c2:68:41:77:c0:37:c0:5b:93:97:3c:83:88:cb:0e:69:93:d8:bf:ad:3f:f9:e0:03:50:4b,90,29,d8:d1:00:07:ec:00:93:80:b5:ac:87:1d:c8:0f:80:18:e9:5d:62:d6:54:63:2d:2d:4e:98:f2:0a:7a:b9:b2:e3:55:2a:b9:a2:d1:16:ac:65:d8:2c:8d:de:01:03:76:89:c9:e8:ec:31:9e:4b:d4:c6:aa:ad:95:c9:49:ec:14:37:f8:2e:05:48:5b:8a:86:58:47:fe:4a:6d:78:5c:30:e3:28:1b:84:23:c2:ce:cb:de:ee:d0:a1:0e:ed:18:64:33:e2:92:83:cb:3b:16:73:3e:a0:6d:10:8e:e8:51:e3:34:5d:d3:03:34:5a:be:ad:ee:db:e1:d8:14:43:60:d0:c4:e5:dd:2b:ac:db:bd:7b:7b:0d:a6:9a:f5:7d:2f:86:f8:bd:e3:0b:ff:d6:8c:c1:04:a6:5c:85:7f:eb:49:07:12:34:0b:1f:13:99:77:5a:9b:9c:25:c6:2a:51:bc:95:12:7c:d6:34:84:67:26:60:4a:0d:04:d9:c7:37:9c:cc:c4:6f:e3:cd:f9:9b:0d:e4:52:9d:4d:d0:f2:b0:21:3c:0f:e2:22:59:31:0b:a5:62:6c:c2:68:41:77:c0:37:c0:5b:93:97:3c:83:88:cb:0e:69:93:d8:bf:ad:3f:f9:e0:03:50:4b
14:fe,90,fe,
14:29:c4:d2:00:07:5b:00:01:02:33:00:2d:00:00:00:08:00:20:08:21:44:21:3e:a9:db:ff:ff:ff:ff:ff:ff:ff:ff:05:00:14:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:65:6e:74:72:79:01:00:10:00:0c:08:00:00:00:00:00:00:80:02:00:00:00:00:00:00:50:4b:05:06:00:00:00:00:01:00:01:00:47:00:00:00:b7:02:00:00:00:00,90,29,c4:d2:00:07:5b:00:01:02:33:00:2d:00:00:00:08:00:20:08:21:44:21:3e:a9:db:ff:ff:ff:ff:ff:ff:ff:ff:05:00:14:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:65:6e:74:72:79:01:00:10:00:0c:08:00:00:00:00:00:00:80:02:00:00:00:00:00:00:50:4b:05:06:00:00:00:00:01:00:01:00:47:00:00:00:b7:02:00:00:00:00
14:fe,90,fe,
14:6d:02:00:06:00:00:48:ff:01:00:07:00:c1:9b:e4:fe:00:00:00:00:00:00:1f:03:00:00:29:5d:01,90,6d,02:00:06:00:00:48:ff:01:00:07:00:c1:9b:e4:fe:00:00:00:00:00:00:1f:03:00:00:29:5d:01
14:fe,90,fe,
14:29:4e:ff:01:00:01:00:01,90,29,4e:ff:01:00:01:00:01
14:fe,90,fe,
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
14:36:01:03,90,36,01:03
14:fe,90,fe,
14:12,90,12,
14:fe,90,fe,
00:04,90,04,
00:fe:02:0b:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0b:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
14:12,90,12,
14:fe,90,fe,
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:24:01:02:01:60:00:01:00,90,24,01:02:01:60:00:01:00
00:fe:01:00:00:42:00,90,fe,01:00:00:42:00
00:24:0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00,90,24,0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00
00:fe:0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00,90,fe,0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00
00:24:0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00,90,24,0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00
00:fe:0a:00:00:00:00:00:03:00:00:00:24:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20,90,fe,0a:00:00:00:00:00:03:00:00:00:24:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20
00:24:0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00,90,24,0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00
00:fe:0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00,90,fe,0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00
00:24:07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00,90,24,07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00
00:fe:07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00,90,fe,07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00
00:03:00,90,03,00
00:fe:14:00:00:00:00:02:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:00:00:00:21:4e:65:77:20:70:72:6f:6a:65:63:74:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:09:00:00:6d:00:00:00:00:00:00,90,fe,14:00:00:00:00:02:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:00:00:00:21:4e:65:77:20:70:72:6f:6a:65:63:74:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:09:00:00:6d:00:00:00:00:00:00
14:29:4e:ff:01:00:01:00:01,90,29,4e:ff:01:00:01:00:01
14:fe,90,fe,
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:04,90,04,
00:fe:02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00,90,fe,02:0a:80:03:c1:9b:e4:fe:c1:9b:e4:fe:29:5d:ff:ff:03:03:00:14:00:00
00:24:01:02:00:0b:00:01:00,90,24,01:02:00:0b:00:01:00
00:fe:01:00:00:00,90,fe,01:00:00:00
00:24:0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00,90,24,0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00
00:fe:0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00,90,fe,0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00
00:24:0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00,90,24,0a:02:00:32:00:01:00:02:01:31:00:01:00:02:01:32:00:01:00:02:01:33:00:01:00:02:01:34:00:01:00:02:01:35:00:01:00:02:01:36:00:01:00:02:01:37:00:01:00:02:01:38:00:01:00:02:01:39:00:01:00
00:fe:0a:00:00:00:00:00:03:00:00:00:24:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20,90,fe,0a:00:00:00:00:00:03:00:00:00:24:00:00:00:21:12:00:00:18:03:00:00:05:20:00:00:13:00:00:00:21:12:00:00:18:03:00:00:05:20
00:24:0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00,90,24,0a:02:01:0e:00:01:00:02:01:0f:00:01:00:02:01:10:00:01:00:02:01:21:00:01:00:02:01:22:00:01:00:02:01:23:00:01:00:02:01:24:00:01:00:02:01:25:00:01:00:02:01:26:00:01:00:02:01:3e:00:01:00
00:fe:0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00,90,fe,0a:00:00:01:00:00:00:06:01:00:00:01:00:00:00:97:7a:00:00:1e:89:00:00:00:ff:00:00:ff:ff:00:00:03:7a:00:00:1e:89:00:00:00:00
00:24:07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00,90,24,07:02:01:1f:00:01:00:02:01:47:00:01:00:02:01:20:00:01:00:02:01:48:00:01:00:02:01:62:00:01:00:02:01:63:00:01:00:02:01:64:00:01:00
00:fe:07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00,90,fe,07:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:11:00
00:24:0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00,90,24,0a:02:01:1e:00:01:00:02:01:46:00:01:00:02:01:3a:00:01:00:02:01:07:00:01:00:02:00:0e:00:01:00:02:01:76:00:01:00:02:01:78:00:01:00:02:01:80:00:01:00:02:01:81:00:01:00:02:01:00:00:01:00
00:fe:0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00,90,fe,0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:82:d0:00:00:00:00:00:ff:df:00:00:02:00:00:00:80:80:00:00:80:80:00:00:00:00
